,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Jumla,NP,29.2747,82.1838,64.15,96,97,2.59,overcast clouds
349,Ombessa,CM,4.603,11.2565,68.68,99,100,2.33,overcast clouds
350,Saldanha,ZA,-33.0117,17.9442,53.11,80,0,5.21,clear sky
351,Fort Nelson,CA,58.8053,-122.7002,67.59,37,75,4.61,broken clouds
352,Leshukonskoye,RU,64.8989,45.7622,68.47,73,3,5.26,clear sky
353,Huarmey,PE,-10.0681,-78.1522,62.19,82,0,8.63,clear sky
354,Nemuro,JP,43.3236,145.575,62.67,95,100,5.79,overcast clouds
355,Rudbar,AF,30.15,62.6,82.67,22,0,13.71,clear sky
356,Leningradskiy,RU,69.3833,178.4167,39.0,93,100,5.26,overcast clouds
357,Mouila,GA,-1.8685,11.0559,68.79,91,93,2.15,overcast clouds
358,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,40.75,83,0,4.47,clear sky
359,Sydney,AU,-33.8679,151.2073,58.32,63,75,21.85,broken clouds
360,Bantry,IE,51.6833,-9.45,55.78,94,66,5.97,broken clouds
361,Harindanga,IN,22.0383,88.3214,85.08,79,89,14.9,overcast clouds
362,Zaraza,VE,9.3503,-65.3245,73.72,90,83,4.5,broken clouds
363,Biltine,TD,14.5333,20.9167,83.32,54,91,8.97,overcast clouds
364,Nalut,LY,30.3333,10.85,78.33,34,0,11.72,clear sky
365,Evensk,RU,61.95,159.2333,58.64,79,52,7.07,broken clouds
366,Gilgit,PK,35.9221,74.3087,79.63,56,12,3.83,few clouds
367,Tripoli,LY,32.8752,13.1875,76.57,60,0,12.3,clear sky
368,Jaisalmer,IN,26.9147,70.9181,86.11,71,98,13.42,overcast clouds
369,Te Anau,NZ,-45.4167,167.7167,39.61,98,100,2.21,overcast clouds
370,Ballina,AU,-28.8667,153.5667,62.78,62,0,10.96,clear sky
371,Biak,ID,-0.9131,122.8766,78.13,81,91,6.6,overcast clouds
372,Les Cayes,HT,18.2,-73.75,78.82,82,0,4.03,clear sky
373,Mungwi,ZM,-10.1732,31.3694,54.95,77,67,4.05,broken clouds
374,Dongli,CN,23.5656,116.8194,87.78,66,40,2.24,scattered clouds
375,Naze,JP,28.3667,129.4833,85.12,77,100,7.63,overcast clouds
376,Nanakuli,US,21.3906,-158.1547,85.95,59,100,9.22,overcast clouds
377,Dawson Creek,CA,55.7666,-120.2362,64.04,59,20,5.75,few clouds
378,Kahramanmaras,TR,38.0,37.0,59.77,69,0,6.02,clear sky
379,Samarai,PG,-10.6167,150.6667,79.92,82,64,12.33,broken clouds
380,Batagay-Alyta,RU,67.8006,130.4114,66.94,54,20,8.84,few clouds
381,Yulara,AU,-25.2406,130.9889,55.85,41,0,14.47,clear sky
382,Miramar,US,25.9873,-80.2323,86.02,75,0,10.36,clear sky
383,Mogadishu,SO,2.0371,45.3438,75.49,80,84,17.92,broken clouds
384,Wellington,NZ,-41.2866,174.7756,59.05,81,7,28.77,clear sky
385,Puerto Narino,CO,-3.7703,-70.3831,75.94,79,98,2.53,overcast clouds
386,Qaqortoq,GL,60.7167,-46.0333,42.76,86,2,4.88,clear sky
387,Quatre Cocos,MU,-20.2078,57.7625,68.11,73,84,14.25,light rain
388,Malakal,SS,9.5334,31.6605,70.54,90,84,2.8,broken clouds
389,Bria,CF,6.5423,21.9863,68.54,97,100,3.04,overcast clouds
390,Cabra,ES,37.4725,-4.4421,75.29,40,98,5.88,overcast clouds
391,Daru,PG,-9.0763,143.2092,80.64,73,99,14.14,overcast clouds
392,Perth,AU,-31.9333,115.8333,58.03,70,0,12.66,clear sky
393,Noumea,NC,-22.2763,166.4572,73.0,99,100,1.95,light rain
394,Milkovo,RU,54.7167,158.6167,87.48,55,15,1.95,few clouds
395,Katsuura,JP,35.1333,140.3,76.93,89,78,6.4,broken clouds
396,Raga,SS,8.4596,25.678,68.65,98,100,3.22,overcast clouds
397,Abbeville,FR,50.1,1.8333,70.5,39,100,5.7,overcast clouds
398,Yar-Sale,RU,66.8333,70.8333,54.5,51,100,8.59,overcast clouds
399,La Ronge,CA,55.1001,-105.2842,79.05,34,0,11.5,clear sky
400,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,66.83,72,68,4.81,broken clouds
401,Vicuna,CL,-30.0319,-70.7081,46.13,37,5,0.18,clear sky
402,Merauke,ID,-8.4667,140.3333,80.42,72,100,12.8,overcast clouds
403,Moose Factory,CA,51.2585,-80.6094,59.0,58,0,12.66,clear sky
404,Salgar,CO,5.965,-75.9654,64.99,99,100,2.77,overcast clouds
405,Cherepovets,RU,59.1333,37.9,60.73,95,1,4.76,clear sky
406,Xuddur,SO,4.1213,43.8894,67.64,65,47,18.63,scattered clouds
407,Sao Filipe,CV,14.8961,-24.4956,75.04,82,37,6.42,scattered clouds
408,Kutum,SD,14.2,24.6667,74.17,70,83,12.01,light rain
409,Kokkola,FI,63.8385,23.1307,64.92,95,0,2.3,clear sky
410,Nouadhibou,MR,20.931,-17.0347,71.58,83,17,18.41,sand
411,Urumqi,CN,43.801,87.6005,72.55,43,0,6.71,clear sky
412,Bardiyah,LY,31.7561,25.0865,75.58,71,0,12.12,clear sky
413,Asfi,MA,32.2994,-9.2372,69.49,87,9,7.36,clear sky
414,Batagay,RU,67.6333,134.6333,70.14,49,3,10.16,clear sky
415,Maragogi,BR,-9.0122,-35.2225,74.61,88,27,6.58,scattered clouds
416,Maningrida,AU,-12.0667,134.2667,78.62,31,77,14.29,broken clouds
417,Vilyuysk,RU,63.7553,121.6247,77.97,50,51,2.24,broken clouds
418,Toamasina,MG,-18.1667,49.3833,66.2,94,75,2.3,broken clouds
419,Namibe,AO,-15.1961,12.1522,61.12,91,2,4.21,clear sky
420,Itupiranga,BR,-5.1347,-49.3267,75.52,60,42,1.25,scattered clouds
421,Hervey Bay,AU,-25.2986,152.8535,61.29,51,0,16.87,clear sky
422,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,65,0,17.27,clear sky
423,Longyearbyen,SJ,78.2186,15.6401,46.24,93,75,0.0,broken clouds
424,Bairiki,KI,1.3292,172.9752,86.0,70,20,13.8,few clouds
425,Vryburg,ZA,-26.9566,24.7284,48.45,42,0,3.87,clear sky
426,Brae,GB,60.3964,-1.353,52.72,81,100,22.35,light rain
427,Grindavik,IS,63.8424,-22.4338,46.35,87,20,6.91,few clouds
428,Nizwa,OM,22.9333,57.5333,84.88,67,100,0.67,overcast clouds
429,Jalu,LY,29.0331,21.5482,75.04,69,2,7.31,clear sky
430,Itaituba,BR,-4.2761,-55.9836,79.05,69,92,0.92,overcast clouds
431,Southbridge,US,42.0751,-72.0334,73.42,96,100,4.0,light rain
432,Progreso,MX,21.2833,-89.6667,87.91,76,100,12.33,overcast clouds
433,Aksarka,RU,66.5606,67.7975,55.08,84,100,7.85,light rain
434,Buala,SB,-8.145,159.5921,84.15,71,83,11.18,light rain
435,Palmer,US,42.1584,-72.3287,73.81,87,75,3.44,broken clouds
436,Sardarshahr,IN,28.4333,74.4833,85.28,73,61,7.49,broken clouds
437,Ayia Galini,GR,35.1,24.6833,77.4,51,0,8.5,clear sky
438,Methven,NZ,-43.6333,171.65,44.85,91,98,6.22,overcast clouds
439,Port Hardy,CA,50.6996,-127.4199,59.18,72,75,6.91,broken clouds
440,Camopi,GF,3.1655,-52.3158,71.85,99,74,2.24,light rain
441,Sayansk,RU,54.1088,102.1648,66.97,51,93,1.32,overcast clouds
442,Gizo,SB,-8.103,156.8419,83.98,70,100,4.61,overcast clouds
443,Ginda,IN,30.6945,78.4932,70.95,75,20,2.98,few clouds
444,Mustafakemalpasa,TR,40.0353,28.4117,68.05,86,0,0.74,clear sky
445,Port-Gentil,GA,-0.7193,8.7815,72.37,83,95,11.52,overcast clouds
446,Romitan,UZ,39.9343,64.3814,71.55,49,0,9.22,clear sky
447,Kirakira,SB,-10.4544,161.9205,83.64,63,30,10.0,scattered clouds
448,Krosno,PL,49.6887,21.7706,60.46,100,100,15.77,overcast clouds
449,Ankang,CN,32.68,109.0172,88.57,71,98,1.57,overcast clouds
450,Lahat,ID,-3.8,103.5333,79.77,76,100,2.82,overcast clouds
451,Quimperle,FR,47.8667,-3.55,69.75,71,0,4.61,clear sky
452,Port Keats,AU,-14.25,129.55,75.24,20,97,12.39,overcast clouds
453,Changping,CN,40.2186,116.2197,82.04,47,1,1.61,clear sky
454,Kargil,IN,34.5667,76.1,55.98,56,1,4.99,clear sky
455,Verpelet,HU,47.85,20.2333,56.25,64,69,6.93,broken clouds
456,Aklavik,CA,68.2191,-135.0107,55.35,56,55,15.55,broken clouds
457,Vilhena,BR,-12.7406,-60.1458,67.98,63,81,2.89,broken clouds
458,Sibolga,ID,1.7427,98.7792,80.69,80,100,1.25,overcast clouds
459,Eldorado,BR,-23.7869,-54.2836,54.09,82,98,3.6,overcast clouds
460,Pangnirtung,CA,66.1451,-65.7125,47.21,93,100,2.3,overcast clouds
461,Kenai,US,60.5544,-151.2583,64.49,67,100,4.61,overcast clouds
462,Salo,IT,45.6086,10.531,73.38,74,6,4.74,clear sky
463,Kogon,UZ,39.7228,64.5517,71.64,49,0,9.22,clear sky
464,Axim,GH,4.8699,-2.2405,74.93,81,100,8.05,overcast clouds
465,Celestun,MX,20.8667,-90.4,83.3,74,100,9.26,overcast clouds
466,Mount Gambier,AU,-37.8333,140.7667,53.04,65,69,5.1,broken clouds
467,Riviere-Du-Loup,CA,47.8304,-69.5342,68.27,77,79,6.91,broken clouds
468,Kanniyakumari,IN,8.0833,77.5667,79.3,80,100,21.68,overcast clouds
469,Barra Do Corda,BR,-5.5,-45.25,74.62,70,49,2.68,scattered clouds
470,Saint-Pierre,RE,-21.3393,55.4781,67.91,77,100,20.71,overcast clouds
471,La Paz Centro,NI,12.34,-86.6753,79.45,78,41,7.34,scattered clouds
472,Takhtamygda,RU,54.1,123.5667,62.89,99,100,5.55,light rain
473,Waterloo,CA,43.4668,-80.5164,67.87,68,75,3.44,broken clouds
474,Fallon,US,39.4735,-118.7774,100.27,8,40,10.36,smoke
475,Itabera,BR,-23.8619,-49.1372,59.47,95,32,7.56,scattered clouds
476,San Carlos,VE,9.6612,-68.5827,70.2,91,98,2.68,overcast clouds
477,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,72.07,37,1,3.47,clear sky
478,Ulladulla,AU,-35.35,150.4667,55.74,57,70,9.73,broken clouds
479,Merrill,US,45.1805,-89.6835,66.15,97,100,4.61,overcast clouds
480,Medicine Hat,CA,50.0501,-110.6683,91.83,21,20,13.8,few clouds
481,Paratinga,BR,-12.6906,-43.1842,72.97,61,12,3.76,few clouds
482,Okakarara,NA,-20.5833,17.4333,49.89,51,0,6.06,clear sky
483,Adamovka,RU,51.5223,59.9396,71.46,67,7,7.31,clear sky
484,Okahandja,NA,-21.9833,16.9167,51.24,46,0,6.71,clear sky
485,Zhigansk,RU,66.7697,123.3711,67.84,62,34,7.02,scattered clouds
486,Mpanda,TZ,-6.3655,31.0409,60.78,68,37,3.0,scattered clouds
487,Praia,CV,14.9215,-23.5087,75.74,78,0,6.91,clear sky
488,Sitka,US,57.0531,-135.33,55.29,76,100,0.0,light rain
489,Tura,IN,25.5198,90.2201,81.95,76,100,3.04,overcast clouds
490,Acapulco,MX,16.8634,-99.8901,84.02,79,100,5.75,overcast clouds
491,Pathri,IN,19.25,76.45,71.74,95,100,18.03,moderate rain
492,Kharp,RU,66.8014,65.8081,52.3,94,100,4.54,light rain
493,Severobaykalsk,RU,55.65,109.3167,54.64,86,76,2.39,light rain
494,Tampakan,PH,6.4442,124.9264,84.49,67,71,3.0,broken clouds
495,Cooma,AU,-36.2333,149.1333,42.85,71,97,10.04,overcast clouds
496,Fayaoue,NC,-20.65,166.5333,77.92,84,36,14.52,scattered clouds
497,Eganville,CA,45.5334,-77.0994,55.2,96,5,3.74,clear sky
498,Humaita,BR,-7.5061,-63.0208,73.11,95,87,2.68,overcast clouds
499,Fukue,JP,32.6881,128.8419,82.76,78,75,3.44,broken clouds
500,Pingxiang,CN,27.6167,113.85,92.95,51,33,7.02,scattered clouds
501,Marsabit,KE,2.3284,37.9899,58.37,74,35,19.19,scattered clouds
502,Harper,LR,4.375,-7.7169,75.25,83,100,9.64,overcast clouds
503,Yarim,YE,14.298,44.3779,57.31,57,100,3.69,overcast clouds
504,Marrakesh,MA,31.6315,-8.0083,78.87,57,1,6.91,clear sky
505,Ayan,RU,56.45,138.1667,60.06,94,100,2.17,overcast clouds
506,Puerto Escondido,MX,15.85,-97.0667,79.43,87,100,1.43,overcast clouds
507,Gharghoda,IN,22.1667,83.35,81.54,77,96,10.09,overcast clouds
508,Huntington,US,38.4193,-82.4452,78.73,95,1,4.07,clear sky
509,Deputatskiy,RU,69.3,139.9,63.5,55,73,12.46,broken clouds
510,Folldal,NO,62.1325,9.9968,48.94,83,5,1.83,clear sky
511,Durres,AL,41.3231,19.4414,62.78,53,100,4.83,overcast clouds
512,Alta Floresta,BR,-9.8756,-56.0861,75.07,49,24,4.05,few clouds
513,Nanortalik,GL,60.1432,-45.2371,41.74,90,2,9.37,clear sky
514,Beloha,MG,-25.1667,45.05,60.13,92,0,4.47,clear sky
515,Gondanglegi,ID,-7.7479,112.0132,81.93,75,6,5.23,clear sky
516,Conway,US,35.0887,-92.4421,78.6,74,75,20.71,broken clouds
517,Krasnovishersk,RU,60.4078,57.082,67.95,82,42,3.65,scattered clouds
518,Nautla,MX,20.2167,-96.7833,83.57,79,100,14.7,overcast clouds
519,Gambissara,SN,13.2382,-14.3108,79.61,86,100,7.78,overcast clouds
520,Manono,CD,-7.3,27.4167,70.23,47,5,3.6,clear sky
521,Shu,KZ,43.5983,73.7614,76.42,37,44,4.16,scattered clouds
522,Kajaani,FI,64.2273,27.7285,59.05,94,0,2.3,clear sky
523,Kapit,MY,2.0167,112.9333,74.62,98,100,0.94,overcast clouds
524,Gigmoto,PH,13.7796,124.39,86.95,67,93,9.31,overcast clouds
525,Genhe,CN,50.7833,121.5167,66.99,79,100,6.2,overcast clouds
526,Calama,CL,-22.4667,-68.9333,46.89,18,100,11.5,overcast clouds
527,Yarada,IN,17.65,83.2667,79.12,83,75,11.5,mist
528,Nenjiang,CN,49.1833,125.2167,77.92,67,100,10.96,overcast clouds
529,Manoel Urbano,BR,-8.8389,-69.2597,79.18,69,94,0.36,overcast clouds
530,Namatanai,PG,-3.6667,152.4333,85.1,68,26,7.78,scattered clouds
531,Byron Bay,AU,-28.65,153.6167,62.71,53,0,12.35,clear sky
532,Barnstaple,GB,51.0802,-4.0581,65.98,88,63,3.91,broken clouds
533,Kvam,NO,61.6656,9.6898,51.17,89,12,2.35,few clouds
534,Sinnamary,GF,5.3833,-52.95,78.17,83,92,6.06,overcast clouds
535,Igarka,RU,67.4667,86.5833,53.76,53,54,11.97,broken clouds
536,Ulaanbaatar,MN,47.9077,106.8832,59.13,67,0,2.24,clear sky
537,Oktyabrskiy,RU,54.4815,53.471,70.47,86,14,2.98,few clouds
538,Ferrol,ES,43.4832,-8.2369,71.35,89,97,3.11,overcast clouds
539,Mitchell,US,43.7094,-98.0298,84.18,32,0,3.44,clear sky
540,Dhidhdhoo,MV,6.8833,73.1,81.93,77,100,13.78,overcast clouds
541,Gat,IL,31.61,34.7642,74.39,100,0,0.92,clear sky
542,Roald,NO,62.5833,6.1333,58.12,76,75,14.97,broken clouds
543,Lompoc,US,34.6391,-120.4579,75.78,76,0,16.11,clear sky
544,Santa Cruz,BO,-17.8,-63.1667,65.66,45,100,16.11,overcast clouds
545,Lasa,IT,46.6166,10.7002,63.48,64,15,3.58,few clouds
546,Fiche,ET,9.8,38.7333,48.88,90,84,0.78,broken clouds
547,Alihe,CN,50.5667,123.7167,67.68,92,100,3.91,overcast clouds
548,Olean,US,42.0776,-78.4297,72.28,72,0,0.0,clear sky
549,Uyuni,BO,-20.4597,-66.825,37.74,16,100,5.66,overcast clouds
550,Urengoy,RU,65.9667,78.3667,56.16,54,4,8.63,clear sky
551,Nuevo Casas Grandes,MX,30.4167,-107.9167,88.75,23,41,8.01,scattered clouds
552,Durango,MX,24.8333,-104.8333,72.34,47,99,4.23,overcast clouds
553,Ishinomaki,JP,38.4167,141.3,71.69,87,100,11.12,light rain
554,Ajdabiya,LY,30.7554,20.2263,75.33,67,0,10.02,clear sky
555,Itaueira,BR,-7.6033,-43.0256,78.64,42,14,7.4,few clouds
556,Ancud,CL,-41.8697,-73.8203,39.22,77,59,9.17,light rain
557,Tornio,FI,65.8481,24.1466,59.02,78,56,2.39,broken clouds
558,Zhangjiakou,CN,40.81,114.8794,81.59,49,50,5.03,scattered clouds
559,Ginir,ET,7.1333,40.7,54.9,79,93,9.19,overcast clouds
560,Kuusamo,FI,65.9667,29.1833,60.84,94,20,4.61,few clouds
561,Wilmington,US,34.2257,-77.9447,81.86,86,0,6.91,clear sky
562,Osmena,PH,10.5208,119.9258,83.32,73,100,3.38,overcast clouds
563,Nivala,FI,63.9167,24.9667,62.69,86,100,2.37,light rain
564,Ekhabi,RU,53.5102,142.9671,65.66,70,7,12.93,clear sky
565,Lons-Le-Saunier,FR,46.75,5.75,63.19,68,14,4.34,few clouds
566,Dengzhou,CN,37.8086,120.7508,73.45,96,100,18.23,overcast clouds
567,La Rioja,ES,42.25,-2.5,60.58,48,0,5.48,clear sky
568,Luganville,VU,-15.5333,167.1667,83.97,68,64,10.69,broken clouds
569,Ngemplak,ID,-7.5497,110.7164,81.39,71,31,2.37,scattered clouds
570,Boden,SE,65.8252,21.6886,59.0,79,34,3.29,scattered clouds
571,Narsimhapur,IN,22.95,79.2,79.9,83,94,6.71,overcast clouds
572,Okhotsk,RU,59.3833,143.3,59.36,94,100,7.56,light rain
573,Buchanan,LR,5.8808,-10.0467,75.36,89,100,8.77,light rain
574,Sambava,MG,-14.2667,50.1667,69.71,89,98,11.52,light rain
575,Jiancheng,CN,30.391,104.5491,80.22,92,100,4.72,light rain
576,Barcelos,PT,41.5388,-8.6151,86.14,37,75,7.38,broken clouds
577,Cangzhou,CN,38.3167,116.8667,83.98,67,60,4.81,broken clouds
578,Sarkand,KZ,45.41,79.9186,71.15,40,97,5.57,overcast clouds
579,Sainte-Marie,RE,-20.8968,55.5496,69.96,65,20,13.8,few clouds
580,Kikwit,CD,-5.041,18.8162,71.13,37,5,2.01,clear sky
581,Urucara,BR,-2.5364,-57.76,78.31,71,85,2.84,overcast clouds
582,Kirkuk,IQ,35.4681,44.3922,86.32,22,0,5.03,clear sky
583,Fairbanks,US,64.8378,-147.7164,78.76,48,40,5.75,smoke
584,Treinta Y Tres,UY,-33.2333,-54.3833,39.72,84,1,4.45,clear sky
585,Pestovo,RU,58.5938,35.8024,56.34,98,11,4.0,few clouds
586,Nchelenge,ZM,-9.3451,28.734,62.92,60,7,6.73,clear sky
587,Bandar-E Lengeh,IR,26.5579,54.8807,88.97,81,72,9.1,broken clouds
588,Lavrentiya,RU,65.5833,-171.0,53.55,71,100,6.17,overcast clouds
589,Menongue,AO,-14.6585,17.691,48.94,57,0,4.54,clear sky
590,Jacareacanga,BR,-6.2222,-57.7528,80.89,54,96,1.81,overcast clouds
591,Pirovskoye,RU,57.6267,92.2658,58.89,63,97,6.93,overcast clouds
592,Morros,BR,-9.4467,-46.3003,72.57,45,19,3.58,few clouds
593,Hernani,ES,43.2662,-1.9762,70.86,80,0,4.61,clear sky
594,Lazaro Cardenas,MX,17.9583,-102.2,81.27,80,43,6.91,scattered clouds
595,Antigonish,CA,45.6169,-61.9986,62.15,82,7,5.99,clear sky
596,Juneau,US,58.3019,-134.4197,56.84,91,100,6.91,light rain
597,Meadow Lake,US,34.8014,-106.5436,80.35,35,81,10.78,broken clouds
598,Nushki,PK,29.5542,66.0215,86.74,44,4,2.17,clear sky
599,Uray,RU,60.1247,64.7758,66.09,79,31,7.34,light rain
600,Shimoda,JP,34.6667,138.95,76.1,86,64,4.59,broken clouds
601,Kaita,JP,34.3667,132.55,84.0,62,44,3.31,scattered clouds
602,Tezu,IN,27.9167,96.1667,85.69,75,100,0.58,overcast clouds
603,Kyren,RU,51.6828,102.1408,67.55,66,7,1.66,clear sky
604,Delijan,IR,33.9905,50.6838,80.19,13,3,5.73,clear sky
605,Mikun,RU,62.3547,50.0771,66.54,84,95,3.29,overcast clouds
606,Newport,GB,51.5877,-2.9984,67.44,78,67,4.68,broken clouds
607,Beidao,CN,34.5686,105.8933,69.94,92,100,1.61,overcast clouds
608,Mackenzie,CA,55.2999,-123.1698,66.42,37,100,10.36,overcast clouds
609,Vila Velha,BR,-20.3297,-40.2925,73.35,85,0,5.75,clear sky
610,Caorle,IT,45.5966,12.8758,69.76,82,13,9.75,few clouds
611,Usinsk,RU,65.9939,57.5281,71.83,60,26,5.41,scattered clouds
612,Solano,US,38.2333,-121.9511,85.28,51,0,26.46,clear sky
613,Inhambane,MZ,-23.865,35.3833,66.79,75,0,5.44,clear sky
614,Istok,XK,42.7808,20.4875,54.07,65,7,5.03,clear sky
615,Ankazobe,MG,-18.3167,47.1167,52.61,84,72,7.78,broken clouds
616,Meulaboh,ID,4.1363,96.1285,80.73,70,64,5.95,broken clouds
617,Cehegin,ES,38.0924,-1.7985,72.12,45,26,1.34,scattered clouds
618,San Quintin,MX,30.4833,-115.95,67.01,77,75,14.72,broken clouds
619,Pringsewu,ID,-5.3582,104.9744,80.53,78,94,0.16,overcast clouds
620,Dyurtyuli,RU,55.4911,54.8688,68.47,91,90,4.99,overcast clouds
621,Sira,IN,13.7453,76.9092,72.21,82,100,19.15,overcast clouds
622,Alamogordo,US,32.8995,-105.9603,90.41,40,0,6.91,clear sky
623,Staraya Kulatka,RU,52.7167,47.6167,66.11,87,100,3.91,light rain
624,Najran,SA,17.4924,44.1277,72.25,58,100,10.56,overcast clouds
625,Banjar,ID,-8.19,114.9675,83.17,69,74,1.36,broken clouds
626,Mompos,CO,9.2419,-74.4267,78.1,87,70,5.44,broken clouds
627,Sorland,NO,67.667,12.6934,53.46,93,79,19.44,broken clouds
628,Douglas,US,41.3,-96.167,83.28,52,0,0.0,clear sky
629,Gornopravdinsk,RU,60.05,69.9,63.1,82,98,4.76,light rain
630,Ono,JP,34.85,134.9333,81.91,61,98,3.06,overcast clouds
631,Baruun-Urt,MN,46.6806,113.2792,66.33,64,67,14.47,broken clouds
632,Pareora,NZ,-44.4871,171.2132,52.18,80,100,7.78,overcast clouds
633,Tombouctou,ML,20.0,-3.0,93.56,27,74,11.32,broken clouds
634,Dingle,PH,10.9995,122.6711,85.62,73,100,8.43,overcast clouds
635,Pontian Kecil,MY,1.4801,103.3899,80.92,80,100,5.14,overcast clouds
636,Praya,CV,14.9215,-23.5087,75.74,78,0,6.91,clear sky
637,Ternate,ID,0.8,127.4,82.42,71,80,4.94,broken clouds
638,Novobataysk,RU,46.8981,39.7819,70.81,59,9,0.56,clear sky
639,Labuhan,ID,-6.8844,112.2051,81.97,76,65,4.12,broken clouds
640,Kokoda,PG,-8.8785,147.7407,88.81,52,68,4.68,broken clouds
641,Bereznik,RU,62.8551,42.7072,64.71,89,44,4.21,scattered clouds
642,Tarapur,IN,19.85,72.7,79.0,91,100,21.16,light rain
643,Mandera,KE,3.9366,41.867,74.5,52,95,19.35,overcast clouds
644,Oudtshoorn,ZA,-33.5907,22.2014,43.16,54,0,5.01,clear sky
645,Vercheres,CA,45.7834,-73.3492,69.3,73,3,8.05,clear sky
646,Almaznyy,RU,48.0448,40.045,63.9,52,87,3.78,overcast clouds
647,Ballinasloe,IE,53.3275,-8.2194,48.51,93,100,5.77,overcast clouds
648,Carauari,BR,-4.8828,-66.8958,73.08,95,69,2.33,broken clouds
649,Hohhot,CN,40.8106,111.6522,75.49,64,0,2.24,clear sky
650,Manggar,ID,-2.8833,108.2667,79.72,82,100,1.1,overcast clouds
651,Lincoln,US,40.8,-96.667,84.11,48,0,4.61,clear sky
652,Asau,RO,46.4333,26.4,49.28,80,84,7.29,broken clouds
653,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,64.94,84,100,6.11,overcast clouds
654,Columbia,US,34.0007,-81.0348,82.04,83,0,5.75,clear sky
655,Tukrah,LY,32.5341,20.5791,74.86,73,2,8.81,clear sky
656,Cabedelo,BR,-6.9811,-34.8339,74.07,85,14,8.37,few clouds
657,Bom Jesus,BR,-9.0744,-44.3586,71.51,47,49,1.14,scattered clouds
658,Yenotayevka,RU,47.2456,47.0281,76.62,56,98,6.35,overcast clouds
659,Tamandare,BR,-8.7597,-35.1047,74.79,87,24,4.76,few clouds
660,Khalabat,PK,34.06,72.8894,80.38,80,71,3.2,moderate rain
661,Ambilobe,MG,-13.2,49.05,67.24,79,5,3.85,clear sky
662,Yaan,NG,7.3833,8.5667,70.99,97,99,7.29,light rain
663,Qiongshan,CN,20.0058,110.3542,85.98,84,40,8.95,scattered clouds
664,Iqaluit,CA,63.7506,-68.5145,53.33,82,100,0.0,overcast clouds
665,Shingu,JP,33.7333,135.9833,83.97,68,51,6.33,broken clouds
666,Strelka,RU,58.0728,93.0344,60.1,72,68,3.94,broken clouds
667,Ikom,NG,5.9667,8.7063,71.78,97,100,1.81,overcast clouds
668,Luanda,AO,-8.8368,13.2343,71.6,83,75,6.91,broken clouds
669,Wamba,NG,8.9333,8.6,71.94,97,100,0.63,moderate rain
670,Kvarkeno,RU,52.0833,59.725,69.89,72,48,6.82,scattered clouds
671,Roma,US,43.2128,-75.4557,69.64,84,100,4.61,overcast clouds
672,Aberdeen,GB,57.1437,-2.0981,54.5,81,40,5.75,scattered clouds
673,Tual,ID,-5.6667,132.75,78.85,85,94,21.36,moderate rain
674,Anaconda,US,46.1285,-112.9423,90.59,39,29,4.61,scattered clouds
675,Kichera,RU,55.9375,110.0997,66.65,60,47,5.77,light rain
676,Harboore,DK,56.6175,8.1807,60.19,89,22,11.21,few clouds
677,Cap Malheureux,MU,-19.9842,57.6142,68.47,68,95,5.99,overcast clouds
678,Shenzhen,CN,22.5455,114.0683,88.93,91,85,2.59,overcast clouds
679,Dakar,SN,14.6937,-17.4441,80.73,83,75,9.22,broken clouds
680,Belyy Yar,RU,53.6039,91.3903,63.86,67,0,15.66,clear sky
681,Waxahachie,US,32.3865,-96.8483,99.03,25,0,3.44,clear sky
682,Oranjemund,NA,-28.55,16.4333,52.02,90,0,7.2,clear sky
683,La Tuque,CA,47.4334,-72.7824,57.94,93,81,5.17,broken clouds
684,Xining,CN,36.6167,101.7667,67.44,59,15,1.83,few clouds
685,Pichayevo,RU,53.2363,42.2032,61.45,71,90,5.5,overcast clouds
686,Verkhnyaya Inta,RU,65.9811,60.3094,68.0,83,74,14.09,broken clouds
687,Thesprotikon,GR,39.25,20.7847,65.23,63,5,5.26,clear sky
688,General Roca,AR,-39.0333,-67.5833,51.62,47,100,4.29,overcast clouds
689,Taoudenni,ML,22.6783,-3.9836,98.65,18,63,4.45,broken clouds
690,Torquay,GB,50.4638,-3.5143,66.69,78,92,4.83,overcast clouds
691,Midyat,TR,37.4247,41.3393,76.93,19,0,4.43,clear sky
692,Solnechnyy,RU,50.7214,136.6319,66.07,97,100,2.68,overcast clouds
693,Viedma,AR,-40.8135,-62.9967,45.99,54,8,8.95,clear sky
694,Makakilo City,US,21.3469,-158.0858,84.52,63,100,17.27,overcast clouds
695,Yafran,LY,32.0633,12.5286,68.29,59,0,10.29,clear sky
696,Mpika,ZM,-11.8343,31.4529,51.12,87,19,6.17,few clouds
697,Okha,RU,53.5739,142.9478,64.26,73,14,13.02,few clouds
698,Cockburn Town,TC,21.4612,-71.1419,81.63,85,11,17.38,few clouds
699,Namuac,PH,18.6109,121.1657,83.1,82,100,6.49,heavy intensity rain
700,Berberati,CF,4.2612,15.7922,69.35,91,97,1.9,overcast clouds
